id,group_id,category_id,gif_name,second_advise,reason,tips,is_active,administrator_modified_by,administrator_created_by,created_at,updated_at
13,20,209,"<h5 class=""topic__title topic__title--sweet""><i class=""icon-score icons_sweet"">&nbsp;</i>Avoiding Artificial Sweeteners </h5>","<b>avoiding artificial sweeteners.</b>","Scientific research has shown that artificial sweeteners like aspartame can have serious harmful effects on brain health.","<li class=""tip__list__content""> <p class=""tip__list--detail"">Be aware of various names given to artificial sweeteners – generic names include aspartame, sucralose, acesulfame potassium, or Ace K, and saccharin. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Carry a list of artificial sweeteners on your smart phone so you can check ingredient lists while shopping. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Artificial sweeteners are often found in yogurt, chewing gums, protein shakes, cereal, and flavored drinks. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Many processed foods are full of artificial sweeteners and harmful preservatives. Try to limit consumption of these chemicals by cooking more at home. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Cut back on prepackaged snacks.  Make your own snacks from simple ingredients to reduce your intake of artificial sweeteners.</p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Use sweetening spices like cinnamon bark or cardamom can add a sweet tinge to your dishes and cut back on the need for added sweeteners. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Prepackaged foods that contain artificial colors are likely to carry artificial sweeteners too. </p> </li>",1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
14,20,210,"<h5 class=""topic__title topic__title--olive""><i class=""icon-score icons_olive"">&nbsp;</i>Olive oil </h5>","cooking with <b>olive oil several times</b> a week or more.","Olive oil is a great source of monounsaturated fatty acids, which have been shown to reduce risk for brain health conditions like dementia.","<li class=""tip__list__content""> <p class=""tip__list--detail"">Use olive oil in place of butter to scramble or fry eggs and cook omelets. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Use olive oil in marinades, sauce for meat, fish, poultry, and vegetables. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Just before serving cooked vegetables, drizzle olive oil to add more flavor to your dish. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Make popcorn with olive oil. It makes for a healthy snack! </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Substitute 3 tablespoons of olive oil in recipes that call for ¼ cup of butter, or ¼ cup plus 1-2 tablespoon of olive oil in recipes that call for ½ cup of butter. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Brush olive oil on meats before grilling or broiling to seal in the flavor and juices and to create a crispy exterior. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Homemade pesto stays bright green longer with the addition of a thin layer of olive oil. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Pour a little olive oil into a shallow dish, add a small bit of crumbled feta cheese, and season with salt and pepper to create a delicious and healthy dip for whole grain bread. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Drizzle extra virgin olive oil over your veggie salad for enhanced flavors. </p> </li> <li class=""tip__list__content""> <p class=""tip__list--detail"">Light and heat can destroy the omega-3 content of your olive oil.  Always buy extra virgin olive oil in a dark container and store in a cool location. </p> </li>",1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
15,30,301,"<h5 class=""topic__title topic__title--smoking""><i class=""icon-score icons_smoking"">&nbsp;</i>No smoking </h5>","<b>not smoking.</b>","Current smoking has been shown to increase risk for developing Alzheimer's disease, and with long-term cognitive decline. It's never too late to quit.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
16,30,302,"<h5 class=""topic__title topic__title--drink""><i class=""icon-score icons_drink"">&nbsp;</i>Moderate Drinking </h5>","<b>drinking a moderate amount</b> of alcohol per week.","Moderate drinking (1 to 2 drinks a day) reduces the long-term rate of cognitive decline and risk for dementia, but the benefits disappear with heavy drinking.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
17,30,303,"<h5 class=""topic__title topic__title--stress""><i class=""icon-score icons_stress"">&nbsp;</i>Stress </h5>","deliberately managing and maintaining <b>good control</b> of your <b>stress.</b>","Stress is harmful to the whole body as well as the brain. Maintaining good control of stress is important to a healthy brain.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
18,30,304,"<h5 class=""topic__title topic__title--sleep""><i class=""icon-score icons_sleep"">&nbsp;</i>Good Sleep </h5>","getting <b>7 to 8 hours</b> of good, <b>restful sleep.</b>","Too little, or restless, sleep can be harmful in the long term, and so can too much sleep. For best health, it's recommended to get 7 to 8 hours of uninterrupted sleep.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
19,40,401,"<h5 class=""topic__title topic__title--atrial""><i class=""icon-score icons_atrial"">&nbsp;</i>Atrial Fibrillation </h5>","maintaining <b>good control</b> of your <b>atrial fibrillation.</b>","Atrial fibrillation has been found in scientific studies to increase the risk of long term brain health decline. It is important to control your risk with treatment. Ask your doctor for more information.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
20,40,402,"<h5 class=""topic__title topic__title--artery""><i class=""icon-score icons_artery"">&nbsp;</i>Coronary Artery Disease </h5>","maintaining <b>good control</b> of your <b>coronary artery disease.</b>","Coronary artery disease has been found in scientific studies to increase the risk of long term brain health decline. It is important to control your risk with treatment. Ask your doctor for more information.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
21,40,403,"<h5 class=""topic__title topic__title--boring""><i class=""icon-score icons_boring"">&nbsp;</i>Depression </h5>","maintaining <b>good control</b> of your <b>depression.</b>","Depression has been found in scientific studies to increase the risk of long term brain health decline. It is important to control your risk with treatment. Ask your doctor for more information.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
22,40,404,"<h5 class=""topic__title topic__title--diabetes""><i class=""icon-score icons_diabetes"">&nbsp;</i>Diabetes </h5>","maintaining <b>good control</b> of your <b>diabetes.</b>","Diabetes has been found in scientific studies to increase the risk of long term brain health decline. It is important to control your risk with treatment. Ask your doctor for more information.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
23,40,405,"<h5 class=""topic__title topic__title--attack""><i class=""icon-score icons_attack"">&nbsp;</i>Heart Attack </h5>","maintaining <b>good control</b> of your risks for <b>heart attack.</b>","Heart attack has been found in scientific studies to increase the risk of long term brain health decline. It is important to control your risk with treatment. Ask your doctor for more information.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
24,40,406,"<h5 class=""topic__title topic__title--hypertension""><i class=""icon-score icons_hypertension"">&nbsp;</i>Hypertension </h5>","maintaining <b>good control</b> of your </b>blood pressure.</b>","Hypertension has been found in scientific studies to increase the risk of long term brain health decline. It is important to control your risk with treatment. Ask your doctor for more information.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
25,40,407,"<h5 class=""topic__title topic__title--cholesterol""><i class=""icon-score icons_cholesterol"">&nbsp;</i>Cholesterol </h5>","maintaining <b>good control</b> of your <b>cholesterol.</b>","High cholesterol has been found in scientific studies to increase the risk of long term brain health decline. It is important to control your risk with treatment. Ask your doctor for more information.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
26,40,408,"<h5 class=""topic__title topic__title--sleepapnea""><i class=""icon-score icons_sleepapnea"">&nbsp;</i>Sleep Apnea </h5>","maintaining <b>good control</b> of your <b>sleep apnea.</b>","Sleep apnea has been found in scientific studies to increase the risk of long term brain health decline. It is important to control your risk with treatment. Ask your doctor for more information.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
27,40,409,"<h5 class=""topic__title topic__title--stroke""><i class=""icon-score icons_stroke"">&nbsp;</i>Stroke </h5>","maintaining <b>good control</b> of your <b>stroke.</b>","Stroke has been found in scientific studies to increase the risk of long term brain health decline. It is important to control your risk with treatment. Ask your doctor for more information.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
28,50,501,,,"Your risk increases as you grow older for conditions that affect brain health, so it becomes more and more important with age to combat that risk with healthy activity, lifestyle, and diet.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
29,50,502,,,"Higher education produces a cognitive reserve that helps protect you against the risks of declining brain health.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
30,50,503,,,"A history of smoking can put you at risk for conditions that affect brain health. If you have smoked in the past, it's that much more important to counteract that with healthy activity, lifestyle, and diet.",,1,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00"
